XMLType,DigitalCollectionsURLs,UMDM,UMAM,Identifier,DigitizationNotes,DigitizedByDept,DigitizedByPers,DateDigitizedOld,PlaybackDevice,AnalogInterface,DigitizationSoftware,Title,AlternateTitle,Creator,CreatorType,Contributor,ContributorType,Provider/Publisher,Provider/PublisherType,Description/Summary,Credits,FedoraCollection,DateAttribute,DateCreated,OriginalBroadcastDate,Century,Language,Accession,Series,Subseries,Box,Item,ArchivalCollection,Department,CopyrightHolder,RepositoryBrowse,RecordingNotes,Mono/Stereo,TrackFormat,MediaType,FormType,Form,Format,Dimensions,PlaybackSpeed,Continent,Country,Region/State,Settlement/City,Sound,FrameRate,ImageResolution (PPI),AspectRatio,TimeStart (timecode),ChannelConfiguration,Color,PreservationNote/PhysicalNote,QANotes,Finished,TopicalSubject,TopicalScheme,GeographicalSubject,GeographicalScheme,CorpSubject,CorpScheme,PersonalSubject,PersonalScheme,SharestreamURLs,FileName,DurationMasters,DurationDerivatives,DataRate,HorizontalPixels,VerticalPixels,VideoStandard,ScanSignal,newid,DateDigitized,Rights
UMAM,,,UMAM,31430033633852,Good  (Color Faded to red) / Red fade minimized with color grade,Crawford,dc,12/16/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://streamer.lib.umd.edu/ssdcms/i.do?u=c8eadf02eedc471,lms-026138-0001,00:24:41,00:24:41,,,,,,31430033633852,2014-12-16,Access restricted to patrons at the University of Maryland.
UMDM,,UMDM,,31430033633993,,,,,,,,Communism,,,,,,,,This film describes the beginnings of Communism in Eastern Europe and then tells how it spread to the United States. It describes the various ways communists try to influence Americans and warns them to avoid this threat. This film has been digitized because it has a high level of Vinegar Syndrome (chemical deterioration). That condition will prevent any captured images from being 100% perfect. Our goal is to present the content of the film in a digital format that is as good and the least distracting as possible.,,Films@UM,,1950,,1901-2000,,,,,,,,Nonprint Media Services,,,,,,moving image,analog,Nonfiction film,16mm,,,,,,,optical,,,,,,Black and white,Vinegar Syndrome,Viewed. Missing 2 sec blank/black/color bars at beginning & end.  Scratches/cut-throughs/sparkles are probably native artifacts. No date on film but catalog record says 1950. LS // content begins immediately; significant temporal outlier pixels between frames 11442-11509 (00:07:57.227-00:08:00.021) (ESC),,,,,,,,,,,,,,,,,,,31430033633993,,Access restricted to patrons at the University of Maryland.
UMAM,,,UMAM,31430033633993,Average - Several splices throughout reel,Crawford,jy,12/10/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://streamer.lib.umd.edu/ssdcms/i.do?u=6d3ada5675fa452,lms-026113-0001,00:29:08,00:29:08,,,,,,31430033633993,2014-12-10,Access restricted to patrons at the University of Maryland.
UMDM,,UMDM,,31430033636525,,,,,,,,Ground support on high,,,,,,,,"Describes the multi-functional fighter plane, the F105-D, which is used for deterrent and strike capability by the Tactical Air Command. The film emphasizes this planes' ability to support ground maneuvers under adverse conditions. This film has been digitized because it has a high level of Vinegar Syndrome (chemical deterioration). That condition will prevent any captured images from being 100% perfect. Our goal is to present the content of the film in a digital format that is as good and the least distracting as possible.",,Films@UM,,1962,,1901-2000,,,,,,,,Nonprint Media Services,,,,,,moving image,analog,Nonfiction film,16mm,,,,,,,optical,,,,,,Color,Vinegar Syndrome,"Viewed. Missing 2 sec blank/black/color bars at beginning & end.  Scratches/cut-throughs/sparkles are mostly native artifacts. Top frame lines obvious in first couple of minutes of transfer. Film date is 1962, not 1950. LS // temporal outlier pixels and pixels too dark for broadcast range are inherent to film (ESC)",,,,,,,,,,,,,,,,,,,31430033636525,,Access restricted to patrons at the University of Maryland.
UMAM,,,UMAM,31430033636525,Good  (Color Faded to red) / Red fade minimized with color grade,Crawford,jy,12/11/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://streamer.lib.umd.edu/ssdcms/i.do?u=e91fa82265d0405,lms-026121-0001,00:28:07,00:28:07,,,,,,31430033636525,2014-12-11,Access restricted to patrons at the University of Maryland.
UMDM,,UMDM,,31430033636780,,,,,,,,Helicopter mountain operations,,,,,,,,This film demonstrates techniques and procedures for the safe piloting of helicopters in mountainous areas. This film has been digitized because it has a high level of Vinegar Syndrome (chemical deterioration). That condition will prevent any captured images from being 100% perfect. Our goal is to present the content of the film in a digital format that is as good and the least distracting as possible.,,Films@UM,,1958,,1901-2000,,,,,,,,Nonprint Media Services,,,,,,moving image,analog,Nonfiction film,16mm,,,,,,,optical,,,,,,Color,Vinegar Syndrome,Viewed. Missing 2 sec blank/black/color bars at beginning & end.  Slight scratches/abrasions/sparkles are probably native artifacts. LS // temporal outlier pixels and pixels too bright or dark for broadcast range are inherent to film (ESC),,,,,,,,,,,,,,,,,,,31430033636780,,Access restricted to patrons at the University of Maryland.
UMAM,,,UMAM,31430033636780,Good  (Color Faded to red) / Red fade minimized with color grad,Crawford,jy/dc,12/11/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://streamer.lib.umd.edu/ssdcms/i.do?u=def8813a7ddd434,lms-026126-0001,00:24:44,00:24:44,,,,,,31430033636780,2014-12-11,Access restricted to patrons at the University of Maryland.
UMDM,,UMDM,,31430033636798,,,,,,,,Helicopter arctic operations,,,,,,,,This film demonstrates techniques and procedures necessary for safe helicopter operations in the Arctic. This film has been digitized because it has a high level of Vinegar Syndrome (chemical deterioration). That condition will prevent any captured images from being 100% perfect. Our goal is to present the content of the film in a digital format that is as good and the least distracting as possible.,,Films@UM,,1958,,1901-2000,,,,,,,,Nonprint Media Services,,,,,,moving image,analog,Nonfiction film,16mm,,,,,,,optical,,,,,,Color,Vinegar Syndrome,Viewed. Missing 2 sec blank/black/color bars at beginning & end.  Scratches/abrasions/sparkles are probably native artifacts. Ls Sound: Ambient hiss throughout. Film date on screen is 1958. LS // temporal outlier pixels and pixels too bright or dark for broadcast range are inherent to film (ESC),,,,,,,,,,,,,,,,,,,31430033636798,,Access restricted to patrons at the University of Maryland.
UMAM,,,UMAM,31430033636798,Good  (Color Faded to red) / Red fade minimized with color grade,Crawford,jy/dc,12/11/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://streamer.lib.umd.edu/ssdcms/i.do?u=94372b45adaa496,lms-026125-0001,00:27:48,00:27:48,,,,,,31430033636798,2014-12-11,Access restricted to patrons at the University of Maryland.
UMDM,,UMDM,,31430033639982,,,,,,,,Aleutian skywatch,,,,,,,,"Tells the story of the Aleutian Dewline, a network of radar defense outposts stretching across the Aleutian Islands operated by the U.S. Air Force. This film has been digitized because it has a high level of Vinegar Syndrome (chemical deterioration). That condition will prevent any captured images from being 100% perfect. Our goal is to present the content of the film in a digital format that is as good and the least distracting as possible.",,Films@UM,,1961,,1901-2000,,,,,,,,Nonprint Media Services,,,,,,moving image,analog,Nonfiction film,16mm,,,,,,,optical,,,,,,Color,Vinegar Syndrome,Viewed. Missing 2 sec blank/black/color bars at beginning & end. Top frame line shows frequently throughout. Scratches are probably native artifacts. Film screen date is 1961. LS // significant temporal outlier pixels between frames 14764-15026 (00:10:15.782-00:10:26.709) and 35246-35339 (00:24:30.052-00:24:33.931); missing broadcast range pixels between frames 19577-19772 (00:13:36.524-00:13:44.657); otherwise looks fine (ESC),,,,,,,,,,,,,,,,,,,31430033639982,,Access restricted to patrons at the University of Maryland.
UMAM,,,UMAM,31430033639982,Good  (Color Faded to red) / Red fade minimized with color grade,Crawford,jy/dc,12/11/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://streamer.lib.umd.edu/ssdcms/i.do?u=01235fa3942c437,lms-026101-0001,00:26:32,00:26:32,,,,,,31430033639982,2014-12-11,Access restricted to patrons at the University of Maryland.
UMDM,,UMDM,,31430037566025,,,,,,,,Combative measures--judo pt. 19,,,,,,,,A five-part series of instructional Films detailing various martial arts offensive and defensive maneuvers for soldiers and airmen. This film has been digitized because it has a high level of Vinegar Syndrome (chemical deterioration). That condition will prevent any captured images from being 100% perfect. Our goal is to present the content of the film in a digital format that is as good and the least distracting as possible.,,Films@UM,,1955,,1901-2000,,,,,,,,Nonprint Media Services,,,,,,moving image,analog,Nonfiction film,16mm,,,,,,,optical,,,,,,Black and white,Vinegar Syndrome,Viewed. Missing 2 sec blank/black/color bars at beginning & end.  Scratches/cut-throughs/sparkles are probably native artifacts. Ls  Sound:Some ambient hiss at times. Film series date 1955. LS // significant temporal outlier pixels from frames 18-212 (00:00:00.751-00:00:08.842); otherwise looks fine (ESC),,,,,,,,,,,,,,,,,,,31430037566025,,Access restricted to patrons at the University of Maryland.
UMAM,,,UMAM,31430037566025,Average - Several splices first 50',Crawford,jy/dc,12/11/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://streamer.lib.umd.edu/ssdcms/i.do?u=dbbb161a926c46d,lms-026112-0001,00:10:21,00:10:21,,,,,,31430037566025,2014-12-11,Access restricted to patrons at the University of Maryland.
UMDM,,UMDM,,31430037566058,,,,,,,,Combative measures--judo (pt. 16),,,,,,,,A five-part series of instructional Films detailing various martial arts offensive and defensive maneuvers for soldiers and airmen. This film has been digitized because it has a high level of Vinegar Syndrome (chemical deterioration). That condition will prevent any captured images from being 100% perfect. Our goal is to present the content of the film in a digital format that is as good and the least distracting as possible.,,Films@UM,,1955,,1901-2000,,,,,,,,Nonprint Media Services,,,,,,moving image,analog,Nonfiction film,16mm,,,,,,,optical,,,,,,Black and white,Vinegar Syndrome,"Viewed: missing blank two-seconds at beginning and end, otherwise it appears fine (ESC and LS) Ambient high-level sound interference throughout. LS",,,,,,,,,,,,,,,,,,,31430037566058,,Access restricted to patrons at the University of Maryland.
UMAM,,,UMAM,31430037566058,Good,Crawford,jy/dc,12/11/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://streamer.lib.umd.edu/ssdcms/i.do?u=6c8907456763476,lms-026111-0001,00:07:34,00:07:34,,,,,,31430037566058,2014-12-11,Access restricted to patrons at the University of Maryland.
