XMLType,DigitalCollectionsURLs,UMDM,UMAM,SharestreamURLs,Identifier,FileName,DurationMasters,DurationDerivatives,DigitizationNotes,DigitizedByDept,DigitizedByPers,DateDigitized,PlaybackDevice,AnalogInterface,DigitizationSoftware,Title,AlternateTitle,Creator,CreatorType,Contributor,ContributorType,Provider/Publisher,Provider/PublisherType,Description/Summary,Department,FedoraCollection,DateAttribute,DateCreated,OriginalBroadcastDate,Century,Language,Accession,ArchivalCollection,Series,Subseries,Box,Item,CopyrightHolder,Rights,RepositoryBrowse,RecordingNotes,Mono/Stereo,TrackFormat,Frequency,MediaType,FormType,Form,Format,Dimensions,PlaybackSpeed,Continent,Country,Region/State,Settlement/City,PreservationNote/PhysicalNote,QANotes,Finished,TopicalSubject,TopicalScheme,GeographicalSubject,GeographicalScheme,CorpSubject,CorpScheme,PersonalSubject,PersonalScheme
UMDM,,UMDM,,,2338,,,,,,,,,,,"From Hell on Third Rail Radio, WMUC, June 28, 2003",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"From Hell plays live on Third Rail Radio
  at WMUC at the University of Maryland, June 28, 2003.",UniversityArchives,WMUC Archives,,2003-06-28,2003-06-28,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=7a6949d175df4a8,,bcast-035529-0001,00:20:43,00:20:43,5 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2339,,,,,,,,,,,"Magrudergrind on Third Rail Radio, WMUC, May 22, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Magrudergrind plays live on Third Rail Radio at WMUC at the University of Maryland, May 22, 2004.",UniversityArchives,WMUC Archives,,2004-05-22,2004-05-22,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=c9ca71be97b34a5,,bcast-035530-0001,00:15:53,00:15:53,9 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2340,,,,,,,,,,,"Griptape on Third Rail Radio, WMUC, June 28, 2003",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Griptape plays live on Third Rail Radio
  at WMUC at the University of Maryland, June 28, 2003.",UniversityArchives,WMUC Archives,,2003-06-28,2003-06-28,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=369bc690e5bd4f4,,bcast-035531-0001,00:11:22,00:11:22,7 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2341,,,,,,,,,,,"Wore Thin on Third Rail Radio, WMUC, June 28, 2003",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Wore Thin plays live on Third Rail Radio
  at WMUC at the University of Maryland, June 28, 2003.",UniversityArchives,WMUC Archives,,2003-06-28,2003-06-28,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=a9cfc6932a7a428,,bcast-035532-0001,00:22:02,00:22:02,6 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2342,,,,,,,,,,,"Dagger Hearts on Third Rail Radio, WMUC, April 10, 2003",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Dagger Hearts plays live on Third Rail Radio at WMUC at the University of Maryland, April 10, 2003.",UniversityArchives,WMUC Archives,,2003-04-10,2003-04-10,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=1d1c73b4f197427,,bcast-035533-0001,00:21:23,00:21:23,5 Tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2343,,,,,,,,,,,"Magrudergrind on Third Rail Radio, WMUC, August 24, 2003",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Magrudergrind plays live on Third Rail Radio at WMUC at the University of Maryland, August 24, 2003.",UniversityArchives,WMUC Archives,,2003-08-24,2003-08-24,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=54aed8e6261c41a,,bcast-035534-0001,00:23:46,00:23:46,12 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2344,,,,,,,,,,,"Stevens on Third Rail Radio, WMUC, May 13, 2003",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Stevens plays live on Third Rail Radio at WMUC at the University of Maryland, May 13, 2003.",UniversityArchives,WMUC Archives,,2003-05-13,2003-05-13,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=a731231d64f741b,,bcast-035535-0001,00:29:23,00:29:23,9 track,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2345,,,,,,,,,,,"The Issue on Third Rail Radio, WMUC, August 23, 2003",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"The Issue plays live on Third Rail Radio at WMUC at the University of Maryland, August 23, 2003.",UniversityArchives,WMUC Archives,,2003-08-23,2003-08-23,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=1c0f01106e2b49b,,bcast-035536-0001,00:37:49,00:37:49,9 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2346,,,,,,,,,,,"Rob Bryan of Stupid Hero on Third Rail Radio, WMUC, August 23, 2003",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Rob Bryan of Stupid Hero plays live on Third Rail Radio at WMUC at the University of Maryland, August 23, 2003.",UniversityArchives,WMUC Archives,,2003-08-23,2003-08-23,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=8df830d2434b4e8,,bcast-035537-0001,00:27:11,00:27:11,8 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2347,,,,,,,,,,,"Angelica and NEUSE on Third Rail Radio, WMUC, undated",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,Angelica and NEUSE play live on Third Rail Radio at WMUC at the University of Maryland in this undated session.,UniversityArchives,WMUC Archives,,unknown,,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=927ef2528c17400,,bcast-035538-0001,00:19:35,00:19:35,4 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passedq,yes,,,,,,,,
UMDM,,UMDM,,,2348,,,,,,,,,,,"Manhunter and Thorns Dinwzio on Third Rail Radio, WMUC, October 20, 2003",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Manhunter and Thomas Dinwzio play live on Third Rail Radio at WMUC at the University of Maryland, October 20, 2003.",UniversityArchives,WMUC Archives,,2003-10-20,2003-10-20,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,Some writing illegible,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=a7c9ab6a344b406,,bcast-035539-0001,01:03:50,01:03:50,2 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passedq,yes,,,,,,,,
UMDM,,UMDM,,,2349,,,,,,,,,,,"Water School on Third Rail Radio, WMUC, May 16, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Water School plays live on Third Rail Radio at WMUC at the University of Maryland, May 16, 2004.",UniversityArchives,WMUC Archives,,2004-05-16,2004-05-16,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=a1a61d3cc10248b,,bcast-035540-0001,00:28:45,00:28:45,9 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2350,,,,,,,,,,,"Drug Test on Third Rail Radio, WMUC, May 10, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Drug Test plays live on Third Rail Radio at WMUC at the University of Maryland, May 10, 2004.",UniversityArchives,WMUC Archives,,2004-05-10,2004-05-10,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=65ff198fc24344b,,bcast-035541-0001,00:18:05,00:18:05,7 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2351,,,,,,,,,,,"Chromelodeon on Third Rail Radio, WMUC, May 9, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Chromelodeon plays live on Third Rail Radio at WMUC at the University of Maryland, May 09, 2004.",UniversityArchives,WMUC Archives,,2004-05-09,2004-05-09,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=7a4852e83dbb475,,bcast-035542-0001,00:30:36,00:30:36,6 track,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2352,,,,,,,,,,,"Open Mini-Jacks Night on Third Rail Radio, WMUC, July 20, 2003",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Open Mini-Jacks Night live on Third Rail Radio at WMUC at the University of Maryland, July 20, 2003.",UniversityArchives,WMUC Archives,,2003-07-20,2003-07-20,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=23c3c7fd062d443,,bcast-035543-0001,00:57:52,00:57:52,6 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2353,,,,,,,,,,,"Never Enough on Third Rail Radio, WMUC, May 10, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Never Enough plays live on Third Rail Radio at WMUC at the University of Maryland, May 10, 2004.",UniversityArchives,WMUC Archives,,2004-05-10,2004-05-10,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=129ce7626dfe4f0,,bcast-035544-0001,00:21:54,00:21:54,7 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2354,,,,,,,,,,,"The Shellycoats on Third Rail Radio, WMUC, April 18, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"The Shellycoats plays live on Third Rail Radio at WMUC at the University of Maryland, April 18, 2004.",UniversityArchives,WMUC Archives,,2004-04-18,2004-04-18,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=41ea0826d1b34b4,,bcast-035545-0001,00:40:54,00:40:54,8 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2355,,,,,,,,,,,"The Things on Third Rail Radio, WMUC, April 18, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"The Things plays live on Third Rail Radio at WMUC at the University of Maryland, April 18, 2004.",UniversityArchives,WMUC Archives,,2004-04-18,2004-04-18,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=059b89d357dd45f,,bcast-035546-0001,00:46:08,00:46:08,13 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2356,,,,,,,,,,,"Municipal Waste on Third Rail Radio, WMUC, December 3, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Municipal Waste plays live on Third Rail Radio at WMUC at the University of Maryland, December 03, 2004.",UniversityArchives,WMUC Archives,,2004-12-03,2004-12-03,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=c1de127bd3ab4e7,,bcast-035547-0001,00:25:01,00:25:01,14 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2357,,,,,,,,,,,"Appomattix on Third Rail Radio, WMUC, November 23, 2003",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Appomattix plays live on Third Rail Radio at WMUC at the University of Maryland, November 23, 2003.",UniversityArchives,WMUC Archives,,2003-11-23,2003-11-23,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=a235e7daebe84e7,,bcast-035551-0001,00:32:53,00:32:53,7 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2358,,,,,,,,,,,"Endless Mike and the Beagle Club on Third Rail Radio, WMUC, May 3, 2003",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Endless Mike and the Beagle Club playing live on Third Rail Radio at WMUC at the University of Maryland, May 03, 2003.",UniversityArchives,WMUC Archives,,2003-05-03,2003-05-03,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=47b4ac29613e4e6,,bcast-035552-0001,00:30:00,00:30:00,6 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2359,,,,,,,,,,,"Hay Market on Third Rail Radio, WMUC, May 22, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Hay Market plays live on Third Rail Radio at WMUC at the University of Maryland, May 22, 2004.",UniversityArchives,WMUC Archives,,2004-05-22,2004-05-22,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=513f8cfb8fbb478,,bcast-035553-0001,00:30:09,00:30:09,9 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2360,,,,,,,,,,,"Appomattox on Third Rail Radio, WMUC, November 23, 2003",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Appomattox plays live on Third Rail Radio at WMUC at the University of Maryland, November 23, 2003.",UniversityArchives,WMUC Archives,,2003-11-23,2003-11-23,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=bd088d41b46c4df,,bcast-035554-0001,00:32:53,00:32:53,7 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2361,,,,,,,,,,,"Crucial Unit on Third Rail Radio, WMUC, June 10, 2002",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Crucial Unit plays live at WMUC at the University of Maryland, June 10, 2002.",UniversityArchives,WMUC Archives,,2002-06-10,2002-06-10,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=dcc2d82372914cb,,bcast-035555-0001,00:21:37,00:21:37,11 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2362,,,,,,,,,,,"Runaway Thieves on Third Rail Radio, WMUC, March 18, 2005",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Runaway Thieves plays live on Third Rail Radio at WMUC at the University of Maryland, March 18, 2005.",UniversityArchives,WMUC Archives,,2005-03-18,2005-03-18,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=04d02fd18985418,,bcast-035556-0001,00:26:14,00:26:14,9 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2363,,,,,,,,,,,"Anger Battery on Third Rail Radio, WMUC, May 10, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Anger Battery plays live on Third Rail Radio at WMUC at the University of Maryland, May 10, 2004.",UniversityArchives,WMUC Archives,,2004-05-10,2004-05-10,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=14ef594cb15144c,,bcast-035557-0001,00:12:21,00:12:21,5 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2364,,,,,,,,,,,"The Clickers on Third Rail Radio, WMUC, January 11, 2003",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"The Clickers plays live on Third Rail Radio at WMUC at the University of Maryland, January 11, 2003.",UniversityArchives,WMUC Archives,,2003-01-11,2003-01-11,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=43b5207a935a4fe,,bcast-035558-0001,00:19:01,00:19:01,4 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2365,,,,,,,,,,,"Emphasis on Third Rail Radio, WMUC, May 22, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Emphasis plays live on Third Rail Radio at WMUC at the University of Maryland, May 22, 2004.",UniversityArchives,WMUC Archives,,2004-05-22,2004-05-22,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=5bc9187528f543e,,bcast-035559-0001,00:24:17,00:24:17,8 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
