XMLType,DigitalCollectionsURLs,UMDM,UMAM,SharestreamURLs,Identifier,FileName,DurationMasters,DurationDerivatives,DigitizationNotes,DigitizedByDept,DigitizedByPers,DateDigitized,PlaybackDevice,AnalogInterface,DigitizationSoftware,Title,AlternateTitle,Creator,CreatorType,Contributor,ContributorType,Provider/Publisher,Provider/PublisherType,Description/Summary,Credits,Department,FedoraCollection,DateAttribute,DateCreated,OriginalBroadcastDate,Century,Language,Accession,Series,Subseries,Box,Item,ArchivalCollection,CopyrightHolder,Rights,RepositoryBrowse,RecordingNotes,Mono/Stereo,TrackFormat,MediaType,FormType,Form,Format,Dimensions,PlaybackSpeed,Continent,Country,Region/State,Settlement/City,FrameRate,ImageResolution (PPI),AspectRatio,TimeStart (timecode),ChannelConfiguration,Color,PreservationNote/PhysicalNote,QANotes,Finished,TopicalSubject,TopicalScheme,GeographicalSubject,GeographicalScheme,CorpSubject,CorpScheme,PersonalSubject,PersonalScheme
UMDM,,UMDM,,,19621103-FB-4Qtr,,,,,,,,,,,"Football: Maryland (7) vs. Penn State (23), November 03, 1962",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the fourth quarter of the football game between Maryland (7) and Penn State (23) on November 03, 1962",,University Archives,University AlbUM,,1962-11-03,,1901-2000,,97-101,,,Box 29,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=4b5796117b7b49d,19621103-FB-4Qtr,19621103-FB-4Qtr,00:09:03,00:09:03,,,,2015-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:09:03 not 00:08:51; same game as footage above so same weather-realted notes; debris on lense around 6-7 minute mark,,,,,,,,,
UMDM,,UMDM,,,19631026-FB-0001-1Qtr,,,,,,,,,,,"Football: Maryland (32) vs. Wake Forest (0), October 26, 1963",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the first quarter of the football game between Maryland (32) and Wake Forest (0) on October 26, 1963",,University Archives,University AlbUM,,1963-10-26,,1901-2000,,2010-121,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=7298f22d52c7479,19631026-FB-0001-1Qtr,19631026-FB-0001-1Qtr,00:07:54,00:07:54,,,,2015-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:07:54 not 00:07:51; scratches at 00:03:58,,,,,,,,,
UMDM,,UMDM,,,19641114-FB-0001-2ndQtr,,,,,,,,,,,"Football: Maryland (34) vs. Clemson (0), November 14, 1964",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the second quarter of the football game betweenMaryland (34) and Clemson (0) on November 14, 1964",,University Archives,University AlbUM,,1964-11-14,,1901-2000,,96-52,,,Box 26,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=ecbdf3f59e744de,19641114-FB-0001-2ndQtr,19641114-FB-0001-2ndQtr,00:09:31,00:09:31,,,,2015-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:09:31 not 00:09:26,,,,,,,,,
UMDM,,UMDM,,,1966-FB-0001-High,,,,,,,,,,,Football: 1966 Highlights-Pastrana,,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of Maryland football highlights, 1966",,University Archives,University AlbUM,,1905-05-19,,1901-2000,,2010-93,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=4a18fd24cc0049f,1966-FB-0001-High,1966-FB-0001-High,00:04:52,00:04:52,,,,2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:04:52 not 00:04:46; frame jump at 00:00:34; extreme broadcast range reading from black bars framing the film for last half of film,,,,,,,,,
UMDM,,UMDM,,,1969-FB-0001-Recuit,,,,,,,,,,,"Football: Maryland recruiting film, 1969",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,Film footage used for Maryland football recruiting,,University Archives,University AlbUM,,1905-05-22,,1901-2000,,96-52,,,Box 31,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=3c85e3108e2f447,1969-FB-0001-Recuit,1969-FB-0001-Recuit,00:10:07,00:10:07,,,,2015-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:10:07 not 00:10:05,,,,,,,,,
UMDM,,UMDM,,,19691115-FB-0001-1Qtr,,,,,,,,,,,"Football: Maryland vs. Penn State, November 15, 1969",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the first quarter of the football game between Maryland and Penn State on November 15, 1969",,University Archives,University AlbUM,,1969-11-15,,1901-2000,,2011-102,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=d1af8beeb0e0418,19691115-FB-0001-1Qtr,19691115-FB-0001-1Qtr,00:08:15,00:08:15,,,,2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,"duration of mp4 is 00:08:15 not 00:08:11; ""freckles"" on the film from 00:01:49-00:01:57; large vertical cut through 00:01:54-00:01:55 -- assessment needed // all artifacts appear inherent to film, this passes (ESC)",,,,,,,,,
UMDM,,UMDM,,,19691115-FB-0003-3Qtr,,,,,,,,,,,"Football: Maryland vs. Penn State, November 15, 1969",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the third quarter of the football game between Maryland and Penn State on November 15, 1969",,University Archives,University AlbUM,,1969-11-15,,1901-2000,,2011-102,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=81b02c04899b481,19691115-FB-0003-3Qtr,19691115-FB-0003-3Qtr,00:09:14,00:09:14,,,,2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:09:14 not 00:09:08,,,,,,,,,
UMDM,,UMDM,,,19691115-FB-0004-4Qtr,,,,,,,,,,,"Football: Maryland vs. Penn State, November 15, 1969",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the fourth quarter of the football game between Maryland and Penn State on November 15, 1969",,University Archives,University AlbUM,,1969-11-15,,1901-2000,,2011-102,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=275c9a0e8413482,19691115-FB-0004-4Qtr,19691115-FB-0004-4Qtr,00:07:52,00:07:52,,,,2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:07:52 not 00:07:50; tear at 00:01:20,,,,,,,,,
UMDM,,UMDM,,,1972-1981-FB-High01,,,,,,,,,,,"Football: Maryland vs. , c. 1972-1981",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of Maryland football highlights, c. 1972-1981",,University Archives,University AlbUM,range,1972-1981,,1901-2000,,2003-13,,,Box 11,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=7dfe8e4839d24c1,1972-1981-FB-High01,1972-1981-FB-High01,00:06:27,00:06:27,,,,2015-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:06:27 not 00:06:21,,,,,,,,,
UMDM,,UMDM,,,19721021-FB-0001-1Off,,,,,,,,,,,"Football: Maryland (14) vs. Duke (20), October 21, 1972",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the first half offense of the football game between Maryland (14) and Duke (20) on October 21, 1972",,University Archives,University AlbUM,,1972-10-21,,1901-2000,,96-52,,,Box 27,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=8827bf7719c54d7,19721021-FB-0001-1Off,19721021-FB-0001-1Off,00:07:39,00:07:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:07:39 not 00:07:36,,,,,,,,,
UMDM,,UMDM,,,19721021-FB-0001-Def2,,,,,,,,,,,"Football: Maryland (14) vs. Duke (20), October 21, 1972",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the second half defense of the football game between Maryland (14) and Duke (20) on October 21, 1972",,University Archives,University AlbUM,,1972-10-21,,1901-2000,,2013-92,,,,,University of Maryland Football Heritage Film collection,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=6b444c04e802478,19721021-FB-0001-Def2,19721021-FB-0001-Def2,00:04:06,00:04:06,,,,2015-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:04:06 not 00:05:24; looks good,,,,,,,,,
UMDM,,UMDM,,,19721021-FB-0002-2Def,,,,,,,,,,,"Football: Maryland (14) vs. Duke (20), October 21, 1972",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the second half defense of the football game between Maryland (14) and Duke (20) on October 21, 1972",,University Archives,University AlbUM,,1972-10-21,,1901-2000,,96-52,,,Box 27,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=fc5c7cac6af248e,19721021-FB-0002-2Def,19721021-FB-0002-2Def,00:07:43,00:07:43,,,,2015-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:07:43 not 00:07:41; file misnamed,,,,,,,,,
UMDM,,UMDM,,,19721021-FB-0002-2Off,,,,,,,,,,,"Football: Maryland (14) vs. Duke (20), October 21, 1972",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the second half offense of the football game between Maryland (14) and Duke (20) on October 21, 1972",,University Archives,University AlbUM,,1972-10-21,,1901-2000,,96-52,,,Box 27,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=8d7bfc46c9e0453,19721021-FB-0002-2Off,19721021-FB-0002-2Off,00:08:30,00:08:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:08:30 not 00:09:45,,,,,,,,,
UMDM,,UMDM,,,19731020-FB-0001-1Qtr,,,,,,,,,,,"Football: Maryland (42) vs. Tulane (9), November 24, 1973",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the football game between Maryland (42) and Tulane (9) on November 24, 1973",,University Archives,University AlbUM,,1973-11-24,,1901-2000,,2011-52,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=cbce3cdab2274c7,19731020-FB-0001-1Qtr,19731020-FB-0001-1Qtr,00:07:54,00:07:54,,,,2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,"duration of mp4 is 00:07:54 not 00:07:48; hole in frame at 00:00:08, 00:01:21",,,,,,,,,
UMDM,,UMDM,,,19731020-FB-0002-3Qtr,,,,,,,,,,,"Football: Maryland (28) vs. Clemson (13), November 17, 1973",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the first quarter of the football game between Maryland (28) and Clemson (13) on November 17, 1973",,University Archives,University AlbUM,,1973-11-17,,1901-2000,,2011-52,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=410b156bcc5349a,19731020-FB-0002-3Qtr,19731020-FB-0002-3Qtr,00:09:17,00:09:17,,,,2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:09:17 not 00:09:13,,,,,,,,,
UMDM,,UMDM,,,19731117-FB-0001-2Qtr,,,,,,,,,,,"Football: Maryland (28) vs. Clemson (13), November 17, 1973",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the second quarter of the football game betweenMaryland (28) and Clemson (13) on November 17, 1973",,University Archives,University AlbUM,,1973-11-17,,1901-2000,,2011-52,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=56a7d860191f4ca,19731117-FB-0001-2Qtr,19731117-FB-0001-2Qtr,00:11:18,00:11:18,,,,2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,"duration of mp4 is 00:11:18 not 00:11:13; footage is pretty dark, color correction possibly needed // appears to be low lighting, this passes (ESC)",,,,,,,,,
UMDM,,UMDM,,,19731117-FB-0002-3Qtr,,,,,,,,,,,"Football: Maryland (28) vs. Clemson (13), November 17, 1973",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the third quarter of the football game between Maryland (28) and Clemson (13) on November 17, 1973",,University Archives,University AlbUM,,1973-11-17,,1901-2000,,2011-52,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=fb2c0f4cb49f430,19731117-FB-0002-3Qtr,19731117-FB-0002-3Qtr,00:07:54,00:07:54,,,,2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,"duration of mp4 is 00:07:54 not 00:07:39; some of the footage is fairly dark, but viewable",,,,,,,,,
UMDM,,UMDM,,,19731117-FB-0003-2Qtr,,,,,,,,,,,"Football: Maryland (42) vs. Tulane (9), November 24, 1973",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the football game between Maryland and Clemson on November 16, 1985",,University Archives,University AlbUM,,1973-11-24,,1901-2000,,2011-52,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=6e12b0b829d646f,19731117-FB-0003-2Qtr,19731117-FB-0003-2Qtr,00:11:34,00:11:34,,,,2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,"duration of mp4 is 00:11:34 not 00:11:28; footage is still pretty dark and may need color correction // appears to be low lighting, this passes (ESC)",,,,,,,,,
UMDM,,UMDM,,,19731124-FB-0001-1Qtr,,,,,,,,,,,"Football: Maryland (42) vs. Tulane (9), November 24, 1973",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the first quarter of the football game between Maryland (42) and Tulane (9) on November 24, 1973",,University Archives,University AlbUM,,1973-11-24,,1901-2000,,2011-52,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=dc020f710089445,19731124-FB-0001-1Qtr,19731124-FB-0001-1Qtr,00:10:46,00:10:46,,,,2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of the mp4 is 00:10:46 not 00:10:43,,,,,,,,,
UMDM,,UMDM,,,19740921-FB-0001-Off1,,,,,,,,,,,"Football: Maryland (10) vs. Florida (17), September 21, 1974",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the first half offense of the football game between Maryland (10) and Florida (17) on September 21, 1974",,University Archives,University AlbUM,,1974-09-21,,1901-2000,,2009-33,,,Box 5,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=f4e06a4d86e34a8,19740921-FB-0001-Off1,19740921-FB-0001-Off1,00:08:12,00:08:12,,,,2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,"duration of mp4 is 00:08:12 not 00:08:05; much of the footage is out of focus and strangely lit (night game, stadium lighting), but most of the game is visible",,,,,,,,,
UMDM,,UMDM,,,19740921-FB-0002-Off2,,,,,,,,,,,"Football: Maryland (10) vs. Florida (17), September 21, 1974",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the second half offense of the football game between Maryland (10) and Florida (17) on September 21, 1974",,University Archives,University AlbUM,,1974-09-21,,1901-2000,,2009-33,,,Box 16,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=a28749c418e9488,19740921-FB-0002-Off2,19740921-FB-0002-Off2,00:06:36,00:06:36,,,,2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,"duration of mp4 is 00:06:41 not 00:06:36: out of focus for most of the footage to the point where the game is hard to view, unsure if fixable // appears inherent to film, this passes",,,,,,,,,
UMDM,,UMDM,,,19741012-FB-0001-Off1,,,,,,,,,,,"Football: Maryland (41) vs. Clemson (0), October 12, 1974",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the offense of the football game between Maryland and Clemson on October 12, 1974",,University Archives,University AlbUM,,1974-10-12,,1901-2000,,2011-52,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=fa39a2aa162b462,19741012-FB-0001-Off1,19741012-FB-0001-Off1,00:10:39,00:10:39,,,,2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:10:39 not 00:10:31,,,,,,,,,
UMDM,,UMDM,,,19741123-FB-0001-Off2,,,,,,,,,,,"Football: Maryland (10) vs. Virginia (0), November 23, 1974",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the first half offense of the football game between Maryland (10) and Virginia (0) on November 23, 1974",,University Archives,University AlbUM,,1974-11-23,,1901-2000,,2011-52,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=c9c3ed490a9b418,19741123-FB-0001-Off2,19741123-FB-0001-Off2,00:05:51,00:05:51,,,,2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:05:51 not 00:05:41; much of the footage is washed out by sunlight // this passes (ESC),,,,,,,,,
UMDM,,UMDM,,,19760918-FB-Def01,,,,,,,,,,,"Football: Maryland (24) vs. West Virginia (3), September 18, 1976",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the first half defense of the football game between Maryland (24) and West Virginia (3) on September 18, 1976",,University Archives,University AlbUM,,1976-09-18,,1901-2000,,2009-33,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=366395c6e467434,19760918-FB-Def01,19760918-FB-Def01,00:08:25,00:08:25,,,,2015-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,n/a,,,,,,,,,
UMDM,,UMDM,,,19760918-FB-Def02,,,,,,,,,,,"Football: Maryland (24) vs. West Virginia (3), September 18, 1976",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the second half defense of the football game between Maryland (24) and West Virginia (3) on September 18, 1976",,University Archives,University AlbUM,,1976-09-18,,1901-2000,,2009-33,,,Box 4,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
